name_id	domain	kingdom	phylum	class	order	family
1	Eukarya					
2	Eukarya	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae
3	Eukarya	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae
4	Eukarya	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae
5	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
7	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
12		Fungi	Ascomycota	Ascomycetes	Pezizales	Morchellaceae
13	Eukarya	Protozoa				
14	Eukarya	Fungi	Basidiomycota	Agaricomycetes		
15	Eukarya	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
16	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
17	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	
18	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
19	Eukarya	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae
21	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
22		Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
23	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
24	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Battarreaceae
25	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Phyllotopsidaceae
26	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Phyllotopsidaceae
27	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
28	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
29	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
30	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
31	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
32	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
33	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
34	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
35	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
36	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae
37	Eukarya	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae
40	Eukarya	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae
41	Eukarya	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae
42	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae
43	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
44	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
45	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
47	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
48	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
50	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
51	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
52	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
53	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
54	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
57	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae
58	Eukarya	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Cudoniaceae
59	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Sparassidaceae
60	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae
61	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae
62	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae
63	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae
64	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae
65	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae
67	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae
69	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
72	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
73	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
74	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
76	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
77	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
78	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
79	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
80	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
85	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae
91	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae
95	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae
99	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
100	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	
101	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae
102	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae
105	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
108	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae
111	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
112	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
113	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
114	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae
116		Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae
117	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae
118	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae
119	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Phyllotopsidaceae
120	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
121	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
123	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
125	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae
126	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae
128	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae
129	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae
131	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae
133	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
134	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Galeropsidaceae
135	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Galeropsidaceae
137	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae
139	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
142	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae
143	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae
146	Eukarya	Fungi	Ascomycota	Neolectomycetes	Neolectales	Neolectaceae
147	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
149	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
150	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
151	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
153	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
154		Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae
155	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae
156	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae
158	Eukarya	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae
159	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
160	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae
162	Eukarya	Fungi	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae
164	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae
166	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae
167	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae
168	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae
169	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Phyllotopsidaceae
172	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae
173	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae
174	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae
175	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae
179	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
180	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
182	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
184	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Verrucosporaceae
186	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Verrucosporaceae
187	Eukarya	Fungi	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae
188	Eukarya	Fungi	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae
189	Eukarya	Protozoa	Myxomycota		Physarales	Physaraceae
190	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
191	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
192	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae
194	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
195	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
196	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
197	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
199	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
201	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
202	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
203	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
205	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
206	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
207	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hynangiaceae
209	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae
210	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae
211	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae
212	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae
214	Eukarya	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae
216	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae
219	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
220	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
221	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
222	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
223	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
224	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Hygrophoropsidaceae
225	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
226	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
227	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
228	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
231	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae
232	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae
233	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae
234	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae
235	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae
236	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae
238	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae
239	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae
240	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae
241	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae
242	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae
243	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae
244	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae
245	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Discinaceae
246	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
247	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
248	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
249	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
250	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	
251	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	
252	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	
253	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae
254	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae
255	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae
257	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gomphidiaceae
258	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gomphidiaceae
260	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae
261	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae
262	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae
264	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae
265	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae
266	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae
267	Eukarya	Protozoa	Myxomycota		Physarales	Physaraceae
268	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
269	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
270	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
271	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
272	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae
273	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae
274	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae
275	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Echinodontiaceae
276	Eukarya	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae
277	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Squamanitaceae
281	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae
282	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae
283	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
284	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
285	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
286	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
287	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
288	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
289	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
290	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
292	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
293	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
294	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
295	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae
296	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Coprinaceae
297	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
298	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
299	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
300	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
301	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae
304	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
305	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae
306	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
307	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
308	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
309	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
311	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
312	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
313	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
315	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clitocybaceae
317	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae
319	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Clavariadelphaceae
321	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
322	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
323	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gomphidiaceae
324	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gomphidiaceae
325	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
326	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
327	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Fayodiaceae
328	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
329	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
330	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
332	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Caloscyphaceae
333	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae
336	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae
338	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
341	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
342	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
343	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
344	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
345	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
346	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
347	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
348	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
349	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
351	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae
354	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
355	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae
356	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Astraeaceae
357	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
358	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae
359	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
360	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
361	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
362	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
363	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
364	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
365	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
366	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
367	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
369	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
370	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
371	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
373	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
374	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
375	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
377	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
379	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
380	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
381	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
382	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae
383	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae
384	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae
385	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Scutigeraceae
386	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	
387	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
388	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
390	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
391	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
392	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
393	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
394	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
395	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
396	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
397	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
398	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
399	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
401	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
402	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae
403	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	
404	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
406	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
407	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae
409	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
410	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae
411	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Nigrofomitaceae
412	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae
413	Eukarya	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae
415	Eukarya	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae
416	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae
418	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
419	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae
420	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae
421	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae
422	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae
423	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
425	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae
426	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae
427	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae
430	Eukarya	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae
