id	text_name	author	deprecated	correct_spelling_id	synonym_id	rank
13368	Ramonia	Stizenb.	0	NULL	NULL	9
13369	Ramonia ablephora	(Nyl. ex Hasse) R.C. Harris	0	NULL	2161	4
13370	Ramonia absconsa	(Tuck.) Vězda	0	NULL	NULL	4
13371	Ramonia gyalectiformis	(Zahlbr.) Vězda	0	NULL	2162	4
13372	Ramonia malmei	Vězda	0	NULL	NULL	4
13373	Ramonia microspora	Vězda	0	NULL	9247	4
13374	Ramonia rappii	Vězda	0	NULL	NULL	4
13375	Ramonia valenzueliana	(Mont.) Stizenb.	0	NULL	2163	4
13376	Rechingeria	Servít	1	NULL	1600	9
13377	Rechingeria cribellifera	(Nyl.) Servít	1	NULL	1601	4
13378	Redingeria		1	13376	1600	9
13379	Redingeria leiostoma	(Tuck.) A. Frisch	0	NULL	2164	4
13380	Refractohilum	D. Hawksw.	0	NULL	NULL	9
13381	Refractohilum galligenum	D. Hawksw.	0	NULL	NULL	4
13382	Refractohilum peltigerae	(Keissler) D. Hawksw.	0	NULL	NULL	4
13383	Reimnitzia	Kalb	0	NULL	NULL	9
13384	Reimnitzia santensis	(Tuck.) Kalb	0	NULL	2165	4
13385	Reinkella	Darbish.	0	NULL	NULL	9
13386	Reinkella californica	Räsänen	1	NULL	1378	4
13387	Reinkella parishii	Hasse	1	NULL	7922	4
13388	Reinkella subcrustacea	Räsänen	1	NULL	7922	4
13389	Relicina	(Hale & Kurok.) Hale	0	NULL	NULL	9
13390	Relicina abstrusa	(Vainio) Hale	0	NULL	2166	4
13391	Relicina eximbricata	(Gyelnik) Hale	0	NULL	2167	4
13392	Relicina relicinula	(Müll. Arg.) Hale	0	NULL	2168	4
13393	Requienella	Fabre	0	NULL	NULL	9
13394	Requienella seminuda	(Pers. : Fr.) Boise	0	NULL	NULL	4
13395	Requienella subcollapsa	(Ellis & Everh.) R.C. Harris	0	NULL	NULL	4
13396	Rhabdospora	(Durieu & Mont.) Mont.	0	NULL	NULL	9
13397	Rhabdospora lecanorae	B. de Lesd.	0	NULL	NULL	4
13398	Rhagadostoma	Körber	0	NULL	NULL	9
13399	Rhagadostoma lichenicola	(De Not.) Keissler	0	NULL	NULL	4
13400	Rhizocarpon alaxense	J.W. Thomson	0	NULL	NULL	4
13401	Rhizocarpon albineum	(Tuck.) Fink	1	NULL	6192	4
13402	Rhizocarpon alboatrum	(Hoffm.) Anzi	1	NULL	1237	4
13403	Rhizocarpon alpicolum	(Anzi) Rabenh.	0	NULL	NULL	4
13404	Rhizocarpon ambiguum	(Schaerer) Zahlbr.	1	NULL	2171	4
13405	Rhizocarpon amphibium	(Fr.) Th. Fr.	0	NULL	NULL	4
13406	Rhizocarpon anaperum	(Vainio) Vainio	0	NULL	NULL	4
13407	Rhizocarpon anseris	Lynge	0	NULL	NULL	4
13408	Rhizocarpon arctogenum	Gelting	0	NULL	NULL	4
13409	Rhizocarpon athalloides	(Nyl.) Hasse	1	NULL	1231	4
13410	Rhizocarpon atroalbescens	(Nyl.) Zahlbr.	1	NULL	2172	4
13411	Rhizocarpon atroflavescens	Lynge	0	NULL	NULL	4
13412	Rhizocarpon badioatrum	(Flörke ex Sprengel) Th. Fr.	0	NULL	2169	4
13413	Rhizocarpon bolanderi	(Tuck.) Herre	0	NULL	NULL	4
13414	Rhizocarpon caesium	Fryday	0	NULL	NULL	4
13415	Rhizocarpon chioneum	(Norman) Th. Fr.	0	NULL	NULL	4
13416	Rhizocarpon chionophilum	Th. Fr.	0	NULL	NULL	4
13417	Rhizocarpon chlorophaeum	Hepp ex Leighton	1	NULL	1239	4
13418	Rhizocarpon cinereonigrum	Vainio	0	NULL	NULL	4
13419	Rhizocarpon cinereovirens	(Müll. Arg.) Vainio	0	NULL	NULL	4
13420	Rhizocarpon concentricum	(Davies) Beltr.	0	NULL	NULL	4
13421	Rhizocarpon concretum	(Ach.) Elenkin	1	NULL	2174	4
13422	Rhizocarpon cookeanum	H. Magn.	0	NULL	NULL	4
13423	Rhizocarpon copelandii	(Körber) Th. Fr.	0	NULL	NULL	4
13424	Rhizocarpon crystalligenum	Lynge	1	NULL	2182	4
13425	Rhizocarpon cumulatum	J.W. Thomson	1	NULL	9190	4
13426	Rhizocarpon dimelaenae	Timdal	0	NULL	NULL	4
13427	Rhizocarpon disporum	(Nägeli ex Hepp) Müll. Arg.	0	NULL	2170	4
13428	Rhizocarpon distinctum	Th. Fr.	0	NULL	2171	4
13429	Rhizocarpon effiguratum	(Anzi) Th. Fr.	0	NULL	NULL	4
13430	Rhizocarpon eupetraeoides	(Nyl.) Blomb. & Forssell	0	NULL	2172	4
13431	Rhizocarpon eupetraeum	(Nyl.) Arnold	0	NULL	2173	4
13432	Rhizocarpon expallescens	Th. Fr.	0	NULL	NULL	4
13433	Rhizocarpon ferax	H. Magn.	0	NULL	NULL	4
13434	Rhizocarpon frigidum	Räsänen	0	NULL	NULL	4
13435	Rhizocarpon geminatum	Körber	0	NULL	2174	4
13436	Rhizocarpon hensseniae	Brodo	0	NULL	NULL	4
13437	Rhizocarpon hochstetteri	(Körber) Vainio	0	NULL	2175	4
13438	Rhizocarpon inarense	(Vainio) Vainio	0	NULL	NULL	4
13439	Rhizocarpon infernulum	(Nyl.) Lynge	0	NULL	2176	4
13440	Rhizocarpon infernulum f. sylvaticum	Fryday	1	NULL	2176	1
13441	Rhizocarpon intermediellum	Räsänen	0	NULL	NULL	4
13442	Rhizocarpon intermedium	Degel.	1	NULL	2173	4
13443	Rhizocarpon interponens	(Nyl.) Zahlbr.	1	NULL	6192	4
13444	Rhizocarpon intersitum	Arnold	0	NULL	NULL	4
13445	Rhizocarpon jemtlandicum	(Malme) Malme	0	NULL	NULL	4
13446	Rhizocarpon lavatum	(Fr.) Hazsl.	0	NULL	NULL	4
13447	Rhizocarpon lecanorinum	Anders	0	NULL	NULL	4
13448	Rhizocarpon lindsayanum	Räsänen	0	NULL	NULL	4
13449	Rhizocarpon macrosporum	Räsänen	0	NULL	2177	4
13450	Rhizocarpon malenconianum	(Llimona & Werner) Hafellner & Mayrhofer	0	NULL	NULL	4
13451	Rhizocarpon microsporum	Lynge	0	NULL	NULL	4
13452	Rhizocarpon montagnei	Körber	1	NULL	2170	4
13453	Rhizocarpon norvegicum	Räsänen	0	NULL	NULL	4
13454	Rhizocarpon obscuratum	(Ach.) A. Massal.	0	NULL	6192	4
13455	Rhizocarpon occidentale	Lynge	1	NULL	2181	4
13456	Rhizocarpon oederi	(Weber) Körber	0	NULL	NULL	4
13457	Rhizocarpon oidaleum	(Nyl.) Fink	1	NULL	970	4
13458	Rhizocarpon oreites	(Vainio) Zahlbr.	0	NULL	NULL	4
13459	Rhizocarpon parvum	Runemark	0	NULL	NULL	4
13460	Rhizocarpon penichrum	(Tuck.) G. Merr.	1	NULL	686	4
13461	Rhizocarpon permodestum	Arnold	1	NULL	6192	4
13462	Rhizocarpon petraeum	(Wulfen) A. Massal.	0	NULL	NULL	4
13463	Rhizocarpon plicatile	(Leighton) A.L. Sm.	1	NULL	2285	4
13464	Rhizocarpon polare	Räsänen	1	NULL	2181	4
13465	Rhizocarpon polycarpoides	Degel.	0	NULL	NULL	4
13466	Rhizocarpon polycarpum	(Hepp) Th. Fr.	0	NULL	NULL	4
13467	Rhizocarpon postumum	(Nyl.) Arnold	0	NULL	NULL	4
13468	Rhizocarpon praebadium	(Nyl.) Zahlbr.	0	NULL	NULL	4
13469	Rhizocarpon pusillum	Runemark	0	NULL	NULL	4
13470	Rhizocarpon reductum	Th. Fr.	0	NULL	2178	4
13471	Rhizocarpon renneri	Poelt	0	NULL	NULL	4
13472	Rhizocarpon riparium	Räsänen	0	NULL	NULL	4
13473	Rhizocarpon rittokense	(Hellbom) Th. Fr.	0	NULL	NULL	4
13474	Rhizocarpon rubescens	Th. Fr.	0	NULL	NULL	4
13475	Rhizocarpon saanaense	Räsänen	0	NULL	2179	4
13476	Rhizocarpon santessonii	Timdal	0	NULL	NULL	4
13477	Rhizocarpon saurinum	(W.A. Weber) Bungartz	0	NULL	2180	4
13478	Rhizocarpon simillimum	(Anzi) Lettau	0	NULL	NULL	4
13479	Rhizocarpon sphaerosporum	Räsänen	1	NULL	2177	4
13480	Rhizocarpon subgeminatum	Eitner	0	NULL	NULL	4
13481	Rhizocarpon sublucidum	Räsänen	1	NULL	2179	4
13482	Rhizocarpon submodestum	(Vainio) Vainio	0	NULL	NULL	4
13483	Rhizocarpon subtile	Runemark	1	NULL	2183	4
13484	Rhizocarpon superficiale	(Schaerer) Vainio	0	NULL	2181	4
13485	Rhizocarpon superficiale subsp. boreale	Runem.	0	NULL	2182	3
13486	Rhizocarpon tetramerum	(Vainio) Vainio	0	NULL	NULL	4
13487	Rhizocarpon timdalii	Ihlen & Fryday	0	NULL	NULL	4
13488	Rhizocarpon umbilicatum	(Ramond) Flagey	0	NULL	NULL	4
13489	Rhizocarpon vernicomoideum	Fink	0	NULL	NULL	4
13490	Rhizocarpon viridiatrum	(Wulfen) Körber	0	NULL	2183	4
13491	Rhizoplaca glaucophana	(Nyl. ex Hasse) W.A. Weber	0	NULL	2185	4
13492	Rhizoplaca haydenii	(Tuck.) W.A. Weber	0	NULL	2186	4
13493	Rhizoplaca marginalis	(Hasse) W.A. Weber	0	NULL	2187	4
13494	Rhizoplaca subdiscrepans	(Nyl.) R. Sant.	0	NULL	NULL	4
13495	Rhymbocarpus	Zopf	0	NULL	NULL	9
13496	Rhymbocarpus boomii	Etayo & Diederich	0	NULL	NULL	4
13497	Rhymbocarpus cruciatus	(Sherwood, D. Hawksw. & Coppins) Etayo & Diederich	0	NULL	NULL	4
13498	Rhymbocarpus neglectus	(Vainio) Diederich & Etayo	0	NULL	2190	4
13499	Rimelia cetrata	(Ach.) Hale & Fletcher	1	NULL	1832	4
13500	Rimelia commensurata	(Hale) Hale & Fletcher	1	NULL	1833	4
13501	Rimelia diffractaica	(Essl.) Hale & Fletcher	1	NULL	1837	4
13502	Rimelia simulans	(Hale) Hale & Fletcher	1	NULL	1860	4
13503	Rimelia subisidiosa	(Müll. Arg.) Hale & Fletcher	1	NULL	1863	4
13504	Rimeliella	Kurok.	1	NULL	1829	9
13505	Rimeliella conferenda	(Hale) Kurok.	1	NULL	1834	4
13506	Rimeliella neotropica	(Kurok.) Kurok.	1	NULL	1852	4
13507	Rimeliella subsumpta	(Nyl.) Kurok.	1	NULL	1866	4
13508	Rimeliella subtinctoria	(Zahlbr.) Kurok.	1	NULL	1867	4
13509	Rimularia	Nyl.	0	NULL	2191	9
13510	Rimularia actinostoma	Coppins & Fryday	0	NULL	NULL	4
13511	Rimularia badioatra	(Kremp.) Hertel & Rambold	0	NULL	NULL	4
13512	Rimularia caeca	(J. Lowe) Rambold & Printzen	0	NULL	2192	4
13513	Rimularia furvella	(Nyl. ex Mudd) Hertel & Rambold	0	NULL	2193	4
13514	Rimularia gibbosa	(Ach.) Coppins, Hertel & Rambold	0	NULL	2194	4
13515	Rimularia gyrizans	(Nyl.) Hertel & Rambold	0	NULL	NULL	4
13516	Rimularia impavida	(Th. Fr.) Hertel & Rambold	0	NULL	2195	4
13517	Rimularia insularis	(Nyl.) Rambold & Hertel	1	NULL	2196	4
13518	Rimularia limborina	Nyl.	0	NULL	2197	4
13519	Rimularia sphacelata	(Th. Fr.) Hertel & Rambold	0	NULL	2198	4
13520	Rinodina adirondackii	H. Magn.	0	NULL	NULL	4
13521	Rinodina americana	B. de Lesd.	0	NULL	NULL	4
13522	Rinodina angelica	Stizenb.	1	NULL	1707	4
13523	Rinodina annulata	H. Magn.	1	NULL	9254	4
13524	Rinodina applanata	H. Magn.	1	NULL	9251	4
13525	Rinodina archaea	(Ach.) Arnold	0	NULL	2199	4
13526	Rinodina archaeoides	H. Magn.	1	NULL	2210	4
13527	Rinodina arctica	H. Magn.	1	NULL	2210	4
13528	Rinodina ascociscana	(Tuck.) Tuck.	0	NULL	9249	4
13529	Rinodina aspersa	(Borrer) J.R. Laundon	0	NULL	NULL	4
13530	Rinodina aterrima	Kremp. ex Anzi	1	NULL	1599	4
13531	Rinodina athallina	H. Magn.	0	NULL	NULL	4
13532	Rinodina atrocinerea	(Hooker) Körber	0	NULL	NULL	4
13533	Rinodina aurantiaca	Sheard	1	NULL	2202	4
13534	Rinodina badiexcipula	Sheard	0	NULL	NULL	4
13535	Rinodina biatorina	Körber	1	NULL	2211	4
13536	Rinodina bischoffii	(Hepp) A. Massal.	0	NULL	2200	4
13537	Rinodina bolanderi	H. Magn.	0	NULL	NULL	4
13538	Rinodina bolodes	Tuck. ex Fink	1	NULL	1707	4
13539	Rinodina boulderensis	Sheard	0	NULL	NULL	4
13540	Rinodina brouardii	B. de Lesd.	0	NULL	NULL	4
13541	Rinodina cacuminum	(Th. Fr.) Malme	1	NULL	762	4
13542	Rinodina calcigena	(Th. Fr.) Lynge	0	NULL	2201	4
13543	Rinodina calculiformis	W.A. Weber	1	NULL	1708	4
13544	Rinodina californica	H. Magn.	1	NULL	1225	4
13545	Rinodina californiensis	Sheard	0	NULL	NULL	4
13546	Rinodina cana	(Arnold) Arnold	0	NULL	9250	4
13547	Rinodina capensis	Hampe	0	NULL	2202	4
13548	Rinodina castanomela	(Nyl.) Arnold	0	NULL	NULL	4
13549	Rinodina castanomelodes	H. Mayrhofer & Poelt	0	NULL	NULL	4
13550	Rinodina chrysomelaena	(Ach.) Tuck.	0	NULL	2203	4
13551	Rinodina cinereovirens	(Vainio) Vainio	1	NULL	2214	4
13552	Rinodina colobina	(Ach.) Th. Fr.	0	NULL	NULL	4
13553	Rinodina colobinoides	(Nyl.) Zahlbr.	0	NULL	NULL	4
13554	Rinodina coloradiana	H. Magn.	0	NULL	NULL	4
13555	Rinodina confragosa	(Ach.) Körber	0	NULL	NULL	4
13556	Rinodina conradii	Körber	0	NULL	NULL	4
13557	Rinodina constrictula	H. Magn.	0	NULL	NULL	4
13558	Rinodina corticola	(Arnold) Arnold	1	NULL	2202	4
13559	Rinodina dakotensis	H. Magn.	1	NULL	764	4
13560	Rinodina darrowii	E.D. Rudolph	1	NULL	2206	4
13561	Rinodina degeliana	Coppins	0	NULL	NULL	4
13562	Rinodina destituta	(Nyl.) Zahlbr.	1	NULL	9121	4
13563	Rinodina dirinoides	Zahlbr.	1	NULL	1707	4
13564	Rinodina disjuncta	Sheard & Tønsberg	0	NULL	NULL	4
13565	Rinodina dolichospora	Malme	0	NULL	NULL	4
13566	Rinodina efflorescens	Malme	0	NULL	NULL	4
13567	Rinodina endophragmia	I.M. Lamb	0	NULL	NULL	4
13568	Rinodina endospora	Sheard	0	NULL	NULL	4
13569	Rinodina euryspora	Zahlbr.	1	NULL	2208	4
13570	Rinodina excrescens	Vainio	0	NULL	2204	4
13571	Rinodina exigua	(Ach.) Gray	0	NULL	NULL	4
13572	Rinodina finkii	H. Magn.	1	NULL	764	4
13573	Rinodina flavosoralifera	Tønsberg	0	NULL	NULL	4
13574	Rinodina gennarii	Bagl.	0	NULL	2205	4
13575	Rinodina glauca	Ropin	0	NULL	NULL	4
13576	Rinodina granulans	Vainio	0	NULL	NULL	4
13577	Rinodina granuligera	H. Magn.	0	NULL	NULL	4
13578	Rinodina griseosoralifera	Coppins	0	NULL	NULL	4
13579	Rinodina guzzinii	Jatta	0	NULL	NULL	4
13580	Rinodina halei	H. Magn.	1	NULL	9254	4
13581	Rinodina hallii	Tuck.	0	NULL	NULL	4
13582	Rinodina herrei	H. Magn.	0	NULL	NULL	4
13583	Rinodina hueana	Vainio	1	NULL	1226	4
13584	Rinodina hyperborea	H. Magn.	1	NULL	9253	4
13585	Rinodina inaequalis	H. Magn.	1	NULL	764	4
13586	Rinodina innata	Sheard	0	NULL	NULL	4
13587	Rinodina insularis	(Arnold) Hafellner	0	NULL	NULL	4
13588	Rinodina intermedia	Bagl.	0	NULL	2206	4
13589	Rinodina interpolata	(Stirton) Sheard	0	NULL	NULL	4
13590	Rinodina iowensis	Zahlbr.	1	NULL	9250	4
13591	Rinodina juniperina	Sheard	0	NULL	NULL	4
13592	Rinodina kentuckyensis	Fink	1	NULL	2212	4
13593	Rinodina lecanoides	B. de Lesd.	0	NULL	NULL	4
13594	Rinodina lecanorina	(A. Massal.) A. Massal.	0	NULL	2207	4
13595	Rinodina lecideoides	(Nyl.) Kernst.	1	NULL	2199	4
13596	Rinodina lepida	(Nyl.) Müll. Arg.	0	NULL	NULL	4
13597	Rinodina lignaria	H. Magn.	1	NULL	9255	4
13598	Rinodina lignicola	Sheard	1	NULL	2199	4
13599	Rinodina lobulata	H. Mayrhofer & Sheard	0	NULL	NULL	4
13600	Rinodina luridata	(Körber) H. Mayrhofer, Scheid. & Sheard	0	NULL	2208	4
13601	Rinodina lycopodiicola	B. de Lesd.	0	NULL	NULL	4
13602	Rinodina macrospora	Sheard	0	NULL	NULL	4
13603	Rinodina mamillana	(Tuck.) W.A. Weber	1	NULL	967	4
13604	Rinodina marysvillensis	H. Magn.	0	NULL	NULL	4
13605	Rinodina metaboliza	Vainio	0	NULL	NULL	4
13606	Rinodina microbola	Tuck. ex Fink	1	NULL	968	4
13607	Rinodina milliaria	Tuck.	1	NULL	766	4
13608	Rinodina milvina	(Wahlenb.) Th. Fr.	0	NULL	NULL	4
13609	Rinodina minutissima	B. de Lesd.	0	NULL	NULL	4
13610	Rinodina mniaraea	(Ach.) Körber	0	NULL	NULL	4
13611	Rinodina mniaroeiza	(Nyl.) Arnold	0	NULL	2209	4
13612	Rinodina mucronatula	H. Magn.	1	NULL	2213	4
13613	Rinodina nigra	Fink	1	NULL	969	4
13614	Rinodina nimbosa	(Fr.) Th. Fr.	1	NULL	1946	4
13615	Rinodina novomexicana	B. de Lesd.	1	NULL	1226	4
13616	Rinodina occidentalis	Lynge	1	NULL	2201	4
13617	Rinodina ocellata	(Hoffm.) Arnold	1	NULL	2207	4
13618	Rinodina ochrocea	Willey ex Hedrick	0	NULL	NULL	4
13619	Rinodina olivaceobrunnea	C.W. Dodge & Baker	0	NULL	2210	4
13620	Rinodina orbata	(Ach.) Vainio	1	NULL	2214	4
13621	Rinodina orculata	Poelt & M. Steiner	0	NULL	NULL	4
13622	Rinodina oregana	H. Magn.	0	NULL	NULL	4
13623	Rinodina oreina	(Ach.) A. Massal.	1	NULL	1226	4
13624	Rinodina oxydata	(A. Massal.) A. Massal.	0	NULL	2211	4
13625	Rinodina pachysperma	H. Magn.	0	NULL	NULL	4
13626	Rinodina pacifica	Sheard	0	NULL	NULL	4
13627	Rinodina papillata	H. Magn.	0	NULL	NULL	4
13628	Rinodina parasitica	H. Mayrhofer & Poelt	0	NULL	NULL	4
13629	Rinodina penardiana	Müll. Arg.	1	NULL	2200	4
13630	Rinodina pennsylvanica	H. Magn.	1	NULL	764	4
13631	Rinodina perreagens	Sheard	0	NULL	NULL	4
13632	Rinodina phaeocarpa	(Sommerf.) Vainio	1	NULL	1946	4
13633	Rinodina platyloba	Willey	0	NULL	NULL	4
13634	Rinodina poeltiana	Giralt & Obermayer	0	NULL	NULL	4
13635	Rinodina polyspora	Th. Fr.	0	NULL	NULL	4
13636	Rinodina populicola	H. Magn.	0	NULL	NULL	4
13637	Rinodina pyrina	(Ach.) Arnold	0	NULL	NULL	4
13638	Rinodina pyriniformis	H. Magn.	1	NULL	764	4
13639	Rinodina radiata	Tuck.	1	NULL	1227	4
13640	Rinodina rinodinoides	(Anzi) H. Mayrhofer & Scheid.	0	NULL	NULL	4
13641	Rinodina riparia	Sheard	0	NULL	NULL	4
13642	Rinodina roboris	(Dufour ex Nyl.) Arnold	0	NULL	NULL	4
13643	Rinodina roscida	(Sommerf.) Arnold	0	NULL	NULL	4
13644	Rinodina sabulosa	Tuck.	1	NULL	2206	4
13645	Rinodina salina	Degel.	1	NULL	2205	4
13646	Rinodina santae-monicae	H. Magn.	0	NULL	9252	4
13647	Rinodina septentrionalis	Malme	0	NULL	9253	4
13648	Rinodina sheardii	Tønsberg	0	NULL	NULL	4
13649	Rinodina silicicola	B. de Lesd.	0	NULL	NULL	4
13650	Rinodina sophodes	(Ach.) A. Massal.	0	NULL	NULL	4
13651	Rinodina stictica	Sheard & Tønsberg	0	NULL	NULL	4
13652	Rinodina subminuta	H. Magn.	0	NULL	9254	4
13653	Rinodina suboreina	B. de Lesd.	1	NULL	1226	4
13654	Rinodina subplumbea	H. Magn.	1	NULL	764	4
13655	Rinodina subsophodes	(Nyl. ex Lindsay) Zahlbr.	1	NULL	9249	4
13656	Rinodina tephraspis	(Tuck.) Herre	0	NULL	2212	4
13657	Rinodina terrestris	Tomin	0	NULL	2213	4
13658	Rinodina thomsonii	Sheard	1	NULL	9252	4
13659	Rinodina thujae	(H. Magn.) Sheard	1	NULL	2204	4
13660	Rinodina thysanota	Tuck.	1	NULL	1228	4
13661	Rinodina trevisanii	(Hepp) Körber	0	NULL	9255	4
13662	Rinodina turfacea	(Wahlenb.) Körber	0	NULL	2214	4
13663	Rinodina vegasii	B. de Lesd.	0	NULL	NULL	4
13664	Rinodina verruciformis	Sheard	0	NULL	NULL	4
13665	Rinodina vezdae	H. Mayrhofer	0	NULL	NULL	4
13666	Rinodina violascens	H. Magn.	1	NULL	2215	4
13667	Rinodina willeyii	Sheard & Giralt	0	NULL	NULL	4
13668	Rinodina zwackhiana	(Kremp.) Körber	0	NULL	2215	4
13669	Robergea	Desmaz.	0	NULL	NULL	9
13670	Robergea pupula	(Nyl.) R.C. Harris	0	NULL	2216	4
13671	Roccella	DC.	0	NULL	NULL	9
13672	Roccella babingtonii	Mont.	1	NULL	2217	4
13673	Roccella decipiens	Darb.	0	NULL	2217	4
13674	Roccella difficilis	Darb.	1	NULL	2218	4
13675	Roccella fimbriata	Darb.	1	NULL	2217	4
13676	Roccella fuciformis	(L.) DC.	0	NULL	NULL	4
13677	Roccella fucoides	(Dickson) Vainio	1	NULL	2219	4
13678	Roccella gracilis	Bory	0	NULL	2218	4
13679	Roccella leucophaea	Tuck.	1	NULL	1214	4
13680	Roccella montagnei	Bél.	0	NULL	NULL	4
13681	Roccella peruensis	Kremp.	1	NULL	2218	4
13682	Roccella phycopsis	(Ach.) Ach.	0	NULL	2219	4
13683	Roccella tinctoria	DC.	0	NULL	NULL	4
13684	Roccellina	Darbish.	0	NULL	NULL	9
13685	Roccellina conformis	Tehler	0	NULL	NULL	4
13686	Roccellina franciscana	(Zahlbr. ex Herre) Follmann	0	NULL	2220	4
13687	Ropalospora	A. Massal.	0	NULL	NULL	9
13688	Ropalospora chlorantha	(Tuck.) S. Ekman	0	NULL	2221	4
13689	Ropalospora hibernica	(P. James & Poelt) Tønsberg	0	NULL	NULL	4
13690	Ropalospora lugubris	(Sommerf.) Poelt	0	NULL	2222	4
13691	Ropalospora viridis	(Tønsberg) Tønsberg	0	NULL	NULL	4
13692	Roselliniella	Vainio	0	NULL	NULL	9
13693	Roselliniella atlantica	Matzer & Hafellner	0	NULL	NULL	4
13694	Roselliniella cladoniae	(Anzi) Matzer & Hafellner	0	NULL	NULL	4
13695	Roselliniella microthelia	(Wallr.) Nik. Hoffm. & Hafellner	0	NULL	NULL	4
13696	Roselliniella nephromatis	(Crouan) Matzer & Hafellner	0	NULL	NULL	4
13697	Roselliniella peltigericola	D. Hawksw. & Miądl.	0	NULL	NULL	4
13698	Roselliniopsis	Matzer & Hafellner	0	NULL	NULL	9
13699	Roselliniopsis gelidaria	(Mudd) Matzer	0	NULL	2223	4
13700	Roselliniopsis tartaricola	(Nyl.) Matzer	0	NULL	NULL	4
13701	Rosellinula	R. Sant.	0	NULL	NULL	9
13702	Rosellinula kalbii	(Hafellner) Hafellner & R.W. Rogers	0	NULL	NULL	4
13703	Saccomorpha	Elenkin	1	NULL	1991	9
13704	Saccomorpha hyporhoda	(Th. Fr.) Clauzade & Cl. Roux	1	NULL	1992	4
13705	Saccomorpha icmalea	(Ach.) Clauzade & Cl. Roux	1	NULL	1993	4
13706	Saccomorpha oligotropha	(J.R. Laundon) Clauzade & Cl. Roux	1	NULL	1994	4
13707	Saccomorpha uliginosa	(Schrader) Hafellner	1	NULL	1995	4
13708	Sagediopsis	(Sacc.) Vainio	0	NULL	NULL	9
13709	Sagediopsis aquatica	(Stein) Triebel	0	NULL	NULL	4
13710	Sagediopsis barbara	(Th. Fr.) R. Sant. & Triebel	0	NULL	NULL	4
13711	Sagediopsis campsteriana	(Lindsay) D. Hawksw. & R. Sant.	0	NULL	9234	4
13712	Sagiolechia	A. Massal.	0	NULL	NULL	9
13713	Sagiolechia protuberans	(Ach.) A. Massal.	0	NULL	NULL	4
13714	Sagiolechia rhexoblephara	(Nyl.) Zahlbr.	0	NULL	NULL	4
13715	Santessoniella	Henssen	0	NULL	NULL	9
13716	Santessoniella arctophila	(Th. Fr.) Henssen	0	NULL	2224	4
13717	Santessoniella arctophila var. arctophila		0	NULL	NULL	2
13718	Santessoniella crossophylla	(Tuck.) P.M. Jørg.	0	NULL	2225	4
13719	Santessoniella grisea	(Hue) Henssen	0	NULL	NULL	4
13720	Santessoniella saximontana	T. Sprib., P.M. Jørg. & M. Schultz	0	NULL	NULL	4
13721	Sarcographa	Fée	0	NULL	NULL	9
13722	Sarcographa intricans	(Nyl.) Müll. Arg.	1	NULL	1929	4
13723	Sarcographa labyrinthica	(Ach.) Müll. Arg.	0	NULL	NULL	4
13724	Sarcographa medusulina	(Nyl.) Müll. Arg.	0	NULL	NULL	4
13725	Sarcographa tricosa	(Ach.) Müll. Arg.	0	NULL	NULL	4
13726	Sarcogyne arenosa	(Herre) K. Knudsen & S.M. Standley	0	NULL	2226	4
13727	Sarcogyne athroocarpa	H. Magn.	1	NULL	9140	4
13728	Sarcogyne bicolor	H. Magn.	1	NULL	2020	4
13729	Sarcogyne bolleana	H. Magn.	1	NULL	2226	4
13730	Sarcogyne californica	H. Magn.	1	NULL	2229	4
13731	Sarcogyne clavus	(DC.) Kremp.	0	NULL	2227	4
13732	Sarcogyne dakotensis	H. Magn.	0	NULL	NULL	4
13733	Sarcogyne integra	B. de Lesd. ex H. Magn.	0	NULL	NULL	4
13734	Sarcogyne magnussonii	B. de Lesd.	0	NULL	NULL	4
13735	Sarcogyne novomexicana	H. Magn.	0	NULL	NULL	4
13736	Sarcogyne oligospora	H. Magn.	0	NULL	NULL	4
13737	Sarcogyne plicata	H. Magn.	0	NULL	2228	4
13738	Sarcogyne regularis	Körber	0	NULL	2230	4
13739	Sarcogyne simplex	(Davies) Nyl.	1	NULL	2021	4
13740	Sarcopyrenia	Nyl.	0	NULL	NULL	9
13741	Sarcopyrenia bacillosa	(Nyl. ex Hasse) Nav.-Ros. & Hladún	0	NULL	2231	4
13742	Sarcopyrenia cylindrospora	(P. Crouan & H. Crouan) M.B. Aguirre	0	NULL	NULL	4
13743	Sarcosagium	A. Massal.	0	NULL	NULL	9
13744	Sarcosagium campestre	(Fr.) Poetsch & Schied.	0	NULL	2232	4
13745	Sarea	Fr.	0	NULL	NULL	9
13746	Sarea difformis	(Fr.) Fr.	0	NULL	6747	4
13747	Sarea resinae	(Fr.) Kuntze	1	NULL	2233	4
13748	Schadonia	Körber	0	NULL	NULL	9
13749	Schadonia alpina	Körber	0	NULL	2234	4
13750	Schadonia fecunda	(Th. Fr.) Vězda & Poelt	0	NULL	2235	4
13751	Schaereria	Körber	0	NULL	NULL	9
13752	Schaereria cinereorufa	(Schaerer) Th. Fr.	0	NULL	2236	4
13753	Schaereria corticola	Muhr & Tønsberg	0	NULL	NULL	4
13754	Schaereria dolodes	(Nyl.) Schmull & T. Sprib.	0	NULL	9236	4
13755	Schaereria endocyanea	(Stirton) Hertel & Gotth. Schneider	0	NULL	2237	4
13756	Schaereria fuscocinerea	(Nyl.) Clauzade & Cl. Roux	0	NULL	2238	4
