id	text_name	author	deprecated	correct_spelling_id	synonym_id	rank
60659	Pleurotus subg. Coremiopleurotus		0	NULL	NULL	8
60660	Amanita brunneolocularis var. pallida	Tulloss, Ovrebo & Halling	0	NULL	NULL	2
60663	Amanita "sp-C21"	Tulloss crypt. temp.	1	NULL	10095	4
60664	Scleroderma duckei		0	NULL	NULL	4
60665	Lentomitella	Höhn.	0	NULL	NULL	9
60666	Ceratosphaeriaceae	Z.L. Luo, H.Y. Su & K.D. Hyde	0	NULL	NULL	10
60667	Mycena globulispora	Maas Geest. & de Meijer	0	NULL	NULL	4
60668	Discoxylaria	J.C. Lindq. & J.E. Wright	0	NULL	NULL	9
60669	Discoxylaria myrmecophila	J.C. Lindq. & J.E. Wright	0	NULL	NULL	4
60670	Unguiculariopsis hysterigena	(Berk. & Broome) Korf	0	NULL	NULL	4
60671	Crinipellis subsect. Insignes	Singer	0	NULL	NULL	6
60673	Haematonectria	Samuels & Nirenberg	1	NULL	9023	9
60674	Crinipellis insignis	Singer	0	NULL	NULL	4
60675	Crinipellis eggersii		0	NULL	NULL	4
60676	Crinipellis eggersii var. flavipes		0	NULL	NULL	2
60678	Amanita group	Penetratrices	1	NULL	9989	16
60679	Aurantioporthe	G.L. Beier & Blanchette	0	NULL	NULL	9
60680	Aurantioporthe corni	(Wehm.) G. Beier & R.A. Blanchette	0	NULL	6329	4
60684	Chaetotyphula	Corner	0	NULL	NULL	9
60685	Gomphus cavipes		1	NULL	6477	4
60686	Metacordyceps chlamydosporia	(H.C. Evans) G.H. Sung, J.M. Sung, Hywel-Jones & Spatafora	0	NULL	NULL	4
60687	Dibaeis columbiana	(Vain.) Kalb & Gierl	0	NULL	NULL	4
60688	Peziza violacea group		1	NULL	9779	16
60689	Galiella spongiosa	(Berk. & M.A. Curtis) Pfister	0	NULL	NULL	4
60690	Sporothrix isarioides	(Petch) de Hoog	0	NULL	NULL	4
60691	Hebeloma sect. Naviculospora	Beker & U. Eberh.	0	NULL	NULL	7
60692	Cortinarius inexspectatus	Brandrud	0	NULL	NULL	4
60693	Hebeloma sect. Theobromina	Beker, U. Eberh. & Vesterh.	0	NULL	NULL	7
60694	Metarhizium brunneum	Petch	0	NULL	NULL	4
60695	Pluteus hispidulus group		0	NULL	NULL	16
60696	Rugiboletus	G. Wu & Zhu L. Yang	0	NULL	NULL	9
60697	Rugiboletus extremiorientalis	(Lj.N. Vassiljeva) G. Wu & Zhu L. Yang	0	NULL	6330	4
60698	Pachyella celtica	(Boud.) Häffner	0	NULL	NULL	4
60699	Innotus		1	811	6164	9
60700	Innotus obliques		1	61206	8806	4
60701	Amanita rooseveltensis	Tulloss, Kudzma & Wasilewski nom. prov.	0	NULL	NULL	4
60702	Polyporus subpurpurascens	(Murrill) Ryvarden	1	NULL	8871	4
60703	Lentinus hirtus	(Kuntze) Murrill	1	NULL	6759	4
60705	Rhodophyllus cyanoniger		1	NULL	NULL	4
60706	Hebeloma limbatum	Beker, Vesterh. & U. Eberh.	0	NULL	NULL	4
60707	Coprinopsis subsect. Melanthini		0	NULL	NULL	6
60709	Polyporus britanniae	(Murrill) Overh.	1	60710	6331	4
60710	Polyporus brittonii	(Murrill) Overh.	1	NULL	6331	4
60711	Rickenella minuta	(Singer & Digilio) Raithelh. 1980	0	NULL	NULL	4
60712	Nothojafnea	Rifai	0	NULL	NULL	9
60713	Nothojafnea thaxteri	(E.K. Cash) Gamundí	0	NULL	NULL	4
60714	Agrobacterium		0	NULL	NULL	9
60715	Agrobacterium tumefaciens		1	NULL	6688	4
60716	Cortinarius elotoides	M.M. Moser & McKnight	0	NULL	NULL	4
60717	Coccomyces strobi	J. Reid & Cain	0	NULL	NULL	4
60718	Cantharellus tricolor	Buyck, Randrianj. & V. Hofst.	0	NULL	NULL	4
60719	Cantharellus subincarnatus	Eyssart. & Buyck	0	NULL	NULL	4
60720	Cantharellus subincarnatus subsp. rubrosalmoneus	Buyck & V. Hofst.	0	NULL	NULL	3
60721	Cantharellus gracilis	Buyck & V. Hofst.	0	NULL	NULL	4
60722	Mycena madecassensis	R. Heim ex Métrod	0	NULL	6333	4
60723	Amanita flaviconia		1	379	2658	4
60724	Cantharellus nigrescens	Buyck, Randrianj. & V. Hofst.	0	NULL	NULL	4
60725	Amanita hahatonka	Tulloss, Kudzma & P. Harvey nom. prov.	0	NULL	NULL	4
60726	Fungus	Bartl.	1	1	9996	14
60727	Mycena setulosa	A.H. Sm.	0	NULL	NULL	4
60728	Marasmius atrorubens	(Berk.) Mont.	0	NULL	NULL	4
60729	Tricholoma fulvocastaneum	Hongo	0	NULL	NULL	4
60730	Gautieria monticola group		0	NULL	NULL	16
60731	Arcyria glauca	Lister ex Minakata	0	NULL	NULL	4
60732	Densocarpa	Gilkey	0	NULL	NULL	9
60733	Densocarpa shanorii	Gilkey	0	NULL	6334	4
60734	Stephensia shanorii	(Gilkey) Gilkey	1	NULL	6334	4
60735	Callistodermatium	Singer	0	NULL	NULL	9
60736	Callistodermatium aurantium	S.A. Cantrell & Lodge	0	NULL	NULL	4
60737	Physarum confertum	T. Macbr.	0	NULL	NULL	4
60738	Physarum digitatum	G. Lister & Farquharson	0	NULL	NULL	4
60739	Lecania aipospila	(Wahlenb.) Th. Fr.	0	NULL	NULL	4
60740	Physarum luteonodum	Nann.-Bremek. & Finger	0	NULL	NULL	4
60741	Lycoperdon fuscum		0	NULL	NULL	4
60742	Amanita stirps Hemibapha		0	NULL	NULL	5
60743	Agaricus sect. Chitonioides	Romagn.	0	NULL	NULL	7
60744	Shellie	Moubray	0	NULL	NULL	9
60745	Trametes morganii	Lloyd	1	NULL	6336	4
60746	Hymenotorrendiella	P.R. Johnst., Baral & R. Galán	0	NULL	NULL	9
60747	Hymenotorrendiella clelandii	(Hansf.) P.R. Johnst.	0	NULL	NULL	4
60748	Gondwanagaricites		0	NULL	NULL	9
60749	Gondwanagaricites magnificus	Heads, A.N. Mill. & J.L. Crane	0	NULL	NULL	4
60751	Palaeoagaricites antiquus	Poinar & R. Buckley	0	NULL	NULL	4
60753	Coprinites dominicana	Poinar & Singer	1	NULL	6337	4
60754	Suillus granulatus	sensu auct. amer.	1	NULL	7259	4
60756	Didymium circumscissile	K.D. Whitney & L.S. Olive	0	NULL	NULL	4
60757	Amanita alboocreata		1	5847	4235	4
60758	Lacrymaria laa		0	NULL	NULL	4
60759	Archaeomarasmius leggettii	Hibbett, D. Grimaldi & Donoghue	0	NULL	6338	4
60760	Amanita luzernensis	Tulloss, Kudzma & Wasilewski nom. prov.	0	NULL	NULL	4
60761	Arcyria fuegiana	Aramb.	0	NULL	NULL	4
60762	Arcyria magna	Rex	0	NULL	NULL	4
60763	Arcyria papilla	Ejale & L.S. Gill	0	NULL	NULL	4
60764	Cantharellus enelensis	Voitk, Thorn, Lebeuf, J.I. Kim	0	NULL	NULL	4
60765	Craterium concinnum	Rex	0	NULL	NULL	4
60766	Xylaria axifera	Mont.	0	NULL	NULL	4
60767	Boletus pseudopinophilus	A.R. Bessette, Bessette, J. Craine & J.L. Frank	1	NULL	10046	4
60768	Torrendiella quintocentenaria	R. Galán & J.T. Palmer	0	NULL	NULL	4
60769	Taphrina californica	Mix	0	NULL	NULL	4
60771	Trichocybe	Vizzini	0	NULL	NULL	9
60772	Trichocybe puberula	(Kuyper) Vizzini	0	NULL	6340	4
60773	Cuphophyllus lacmus group		0	NULL	NULL	16
60774	Smithiomyces dominicanus	Justo, Angelini & Bizzi	0	NULL	NULL	4
60776	Tricholoma mirabile	Bres.	1	NULL	6343	4
60777	Romagnesiella clavus	(Romagn.) Contu, Matheny, P.-A. Moreau, Vizzini & A. de Haan	0	NULL	6345	4
60778	Romagnesiella	Contu, P.-A. Moreau, Vizzini & A. de Haan	0	NULL	NULL	9
60781	Phaeogalera stagnina	(Fr.) Pegler & T.W.K. Young	0	NULL	6346	4
60782	Galerina stagnina	(Fr.) Kühner	1	NULL	6346	4
60783	Phaeogalera sphagneti	Kühner	0	NULL	NULL	4
60784	Cronartium coleosporioides	Arthur	0	NULL	NULL	4
60785	Strobiomyces		1	885	3728	9
60786	Strobiomyces dryopilus	Cibula & Weber (unpublished)	1	3753	6347	4
60787	Xerocomellus sarnarii	Simonini, Vizzini & Eberhardt	0	NULL	NULL	4
60788	Tricholosporum laeteviolaceum		0	NULL	NULL	4
60789	Calyptella gibbosa	(Lév.) Quél.	0	NULL	NULL	4
60790	Merulius albostramineus	Torrend	1	NULL	6349	4
60791	Ceraceomerulius albostramineus	(Torrend) Ginns	1	NULL	6349	4
60792	Meruliopsis albostramineus	(Torrend) Jülich & Stalpers	1	NULL	6349	4
60793	Serpula rufa	P. Karst.	1	NULL	6350	4
60795	Merulius glaucinus	Bourd. & G., Bull.	0	NULL	NULL	4
60797	Pezoloma obstricta	(P. Karst.) Korf	0	NULL	NULL	4
60799	Cortinarius sect. Hinnulei		0	NULL	6352	7
60800	Amanita crassiputamen	Tulloss, Kudzma & Pastorino nom. prov.	0	NULL	9018	4
60801	Tricholoma sect. Sericella		0	NULL	NULL	7
60802	Hygrophorous cearuleus		1	5229	5799	4
60803	Stecchericium	Ochraceum	1	517	4960	9
60806	Apiognomonia quercina	(Kleb.) Höhn.	0	NULL	NULL	4
60807	Dacrymyces punctiformis	Neuhoff	0	NULL	NULL	4
60808	Mycena austrovenacea	Singer	0	NULL	NULL	4
60809	Amanita manginiana	sensu W.F. Chiu	0	NULL	NULL	4
60810	Crepidotus cesatii var. sphaerosporus	(Pat.) A. Ortega & Buendía	0	NULL	NULL	2
60811	Marasmiellus sect. Distantifolii		0	NULL	NULL	7
60812	Sphaeropsidales	Bessey	1	NULL	9883	11
60813	Hypoxylon howeianium		1	29283	4841	4
60814	Amanita "sp-GSM02"	Tulloss crypt. temp.	0	NULL	NULL	4
60815	Entoloma holoconiotum group		0	NULL	NULL	16
60816	Meiorganum olivaceoflavidum	(Cooke & Massee) Li & Watling	0	NULL	NULL	4
60818	Ascoryne		1	1465	10	9
60820	Amanita stirps Sororcula		0	NULL	6353	5
60821	Stictis virginea	Cooke & W. Phillips	0	NULL	NULL	4
60824	Amanita "sp-T05"	Tulloss crypt. temp.	0	NULL	NULL	4
60825	Amanita keesii	Tulloss nom. prov.	1	NULL	9335	4
60826	Symphytocarpus syncarpus	(Yamash.) Y. Yamam.	0	NULL	NULL	4
60827	Alyxoria ochrocheila	(Nyl.) Ertz & Tehler	0	NULL	6355	4
60829	Ganoderma mbrekobenum	E.C. Otto, Blanchette, Held, C.W. Barnes & Obodai	0	NULL	NULL	4
60830	Cortinarius iodes group		0	NULL	NULL	16
60831	Infundibulicybe bresadolana	(Singer) Harmaja	0	NULL	6358	4
60832	Clitocybe bresadolana	Singer	1	NULL	6358	4
60835	Phellorinia	Berk.	0	NULL	6359	9
60836	Phellorinia herculeana	(Pers.) Kreisel	0	NULL	298	4
60837	Phaeopholiota crinipellis	Locq. & Sarwal	0	NULL	NULL	4
60838	Phaeopholiota	Locq. & Sarwal	0	NULL	NULL	9
60839	Peglerochaete setiger	Sarwal & Locq.	0	NULL	NULL	4
60840	Peglerochaete	Sarwal & Locq.	0	NULL	NULL	9
60841	Crepidotus subsect. Sphaeruli	Hesler & A.H. Sm.	0	NULL	NULL	6
60842	Hygrocybe flavescens group		0	NULL	6636	16
60843	Stictis ostropoides	Sherwood	0	NULL	NULL	4
60844	Tiputinia		0	NULL	NULL	9
60845	Tiputinia foetida		0	NULL	NULL	4
60846	Agaricus affinis	Frost	1	NULL	3903	4
60848	Amanita stirps Farinosa		0	NULL	NULL	5
60849	Amanita farinosa	sensu Zhu L. Yang	0	NULL	NULL	4
60850	Orbilia "oc2170316"		1	NULL	6326	4
60851	Fistulina subhepatica	B.K. Cui & J. Song	0	NULL	NULL	4
60852	Etheirodon		0	NULL	NULL	9
60853	Sistotrema fimbriatum	(Pers.) Pers.	1	NULL	5216	4
60855	Hydnum fimbriatum	(Pers.) DC.	1	NULL	5216	4
60857	Irpex fimbriatus	(Pers.) Kotir. & Saaren.	1	NULL	5216	4
60860	Orbilia "oc2170603"		1	NULL	6326	4
60861	Inocybe sect. Marginatae		0	NULL	6362	7
60862	Aspergillus sect. Flavi	Varga, Frisvad & Samson	0	NULL	NULL	7
60863	Boletus peckii	Frost	1	NULL	5564	4
60864	Aspergillus sect. Nigri	J.Varga, J.C.Frisvad, S.Kocsubé, B.Brankovics, B.Tóth, G.Szigeti & R.A.Samson	0	NULL	NULL	7
60865	Amanita sect. Vag		1	25240	7064	7
60866	Phellinus	sensu lato	0	NULL	NULL	9
60867	Heimiomyces rheicolor	(Berk.) Singer	1	NULL	6363	4
60868	Amanita "sp-NFL08"	Tulloss crypt. temp.	0	NULL	NULL	4
60869	Amanita "sp-NFL02"	Tulloss crypt. temp.	0	NULL	NULL	4
60870	Dactylosporina kuehneri	(Romagn.) R.H. Petersen	1	NULL	6381	4
60871	Russula recondita	Melera & Ostellari	0	NULL	NULL	4
60872	Oudemansiella endochorda	(Berk. & Broome) Pegler	0	NULL	6366	4
60873	Oudemansiella altissima	(Massee) Corner	0	NULL	6367	4
60874	Oudemansiella hygrophoroides	Singer & Clémençon	0	NULL	6368	4
60875	Oudemansiella neuroderma	(Pat.) Zhu L. Yang	0	NULL	6369	4
60876	Oudemansiella velata	Zhu L. Yang & M. Zang	0	NULL	6370	4
60877	Oudemansiella xeruloides	Bon	0	NULL	6371	4
60878	Oudemansiella brunneomarginata	Lj.N. Vassiljeva	0	NULL	NULL	4
60879	Capitotricha fagiseda	Baral	0	NULL	NULL	4
60880	Xerula anombe	(De Seynes) R.H. Petersen	0	NULL	NULL	4
60881	Xerula oronga	(De Seynes) R.H. Petersen	0	NULL	NULL	4
60882	Xerula pseudoradicata	(M.M. Moser) Contu	1	NULL	6523	4
60883	Xerula renati	(Clémençon) Contu	1	NULL	5996	4
60884	Xerula sinopudens	R.H. Petersen & Nagas.	0	NULL	NULL	4
60885	Xerula strigosa	Zhu L. Yang, L. Wang & G.M. Muell.	0	NULL	NULL	4
60886	Xerula subnigra	(Singer) Contu	0	NULL	6522	4
60888	Agaricus sect. Subrutilescentes	Kerrigan	0	NULL	NULL	7
60889	Agaricus subg. Spissicaules	(Heinem.) R.L. Zhao & Moncalvo	0	NULL	NULL	8
60890	Inocybe amygdalina	(E. Horak) Garrido	0	NULL	6374	4
60891	Inocybe aequalis	(E. Horak) Garrido	0	NULL	6375	4
60892	Inocybe viscata	(E. Horak) Garrido	0	NULL	6376	4
60893	Navicella		0	NULL	NULL	9
60894	Navicella pileata	(Tode) Fabre	0	NULL	NULL	4
60895	Melanogaster tuberiformis group	sensu PNW	0	NULL	NULL	16
60896	Inocybe albodisca group		1	NULL	7818	16
60897	Oudemansiella sinapicolor	(R.H. Petersen & Justice) E.B. Bailey comb. prov.	0	NULL	6377	4
60898	Xerula longipes	(Quél.) Maire	1	NULL	6378	4
60899	Agaricus longipes	Bull.	1	NULL	6378	4
60900	Collybia longipes	Quél.	1	NULL	6378	4
60901	Marasmius longipes	(P. Kumm.) Quél.	1	NULL	6378	4
60902	Mucidula longipes	(Quél.) Boursier	1	NULL	6378	4
60904	Oudemansiella longipes	(Quél.) M.M. Moser	1	NULL	6378	4
60906	Agaricus julius	Kerrigan	0	NULL	NULL	4
60907	Furbies	Tiger Electronics	0	NULL	NULL	9
60908	Hygrophorus albicarneus		0	NULL	NULL	4
60909	Agaricus sect. Agaricus		0	NULL	NULL	7
60910	Oudenmansiella		1	NULL	10078	9
60911	Oudenmansiella rubrobrunnescens		1	60410	6249	4
60912	Spiromastigales	Guarro, Cano & Stchigel nom. inval.	1	NULL	6380	11
60913	Spiromastixales	Guarro, Cano & Stchigel	1	60912	6380	11
60914	Agaricus lepiotiformis	Yu Li	0	NULL	NULL	4
60915	Oudemansiella kuehneri	(Romagn.) Singer	0	NULL	6381	4
60916	Entoloma subochraceum	Blanco-Dios	0	NULL	6383	4
60917	Entoloma sericellum var. lutescens	Henn.	0	NULL	6384	2
60918	Entoloma sect. Calliderma	(Romagn.) Noordel.	0	NULL	6385	7
60919	Calliderma caeruleosplendens	Largent, Aime & T.W. Henkel	1	NULL	6386	4
60920	Entoloma caeruleosplendens	(Largent, Aime & T.W. Henkel) Blanco-Dios	0	NULL	6386	4
60921	Calliderma fibulatum	Karstedt & Capelari	1	NULL	6387	4
60922	Entoloma brasilense	Blanco-Dios	0	NULL	6387	4
60923	Calliderma pruinatocutis	(E. Horak) Karstedt & Capelari	1	NULL	6388	4
60924	Entoloma pruinatocutis	E. Horak	0	NULL	6388	4
60925	Calliderma rimosum	Karstedt & Capelari	1	NULL	6389	4
60926	Entoloma ipirangense	Blanco-Dios	0	NULL	6389	4
60927	Calliderma tucuchense	(Dennis) Karstedt & Capelari	1	NULL	6390	4
60928	Entoloma tucuchense	Dennis	0	NULL	6390	4
60929	Gastrocybe deceptiva	T.J. Baroni	1	NULL	6391	4
60930	Galeropsis deceptiva	(T.J. Baroni) G. Moreno, Heykoop & Illana	1	NULL	6391	4
60932	Galeropsis desertorum	Velen. & Dvořák	1	NULL	8862	4
60934	Russula cyanoxantha var. flavoviridis		0	NULL	NULL	2
60935	Flammula pinicola	(Jacobsson) Noordel.	0	NULL	6394	4
60936	Galerella plicatella	(Peck) Singer	0	NULL	NULL	4
60937	Galerella	Earle	0	NULL	NULL	9
60938	Capnodiales	Woron.	0	NULL	NULL	11
60939	Entoloma cervinum	(Karstedt & Capelari) Blanco-Dios	0	NULL	6396	4
60940	Entoloma glycosmum	(Pegler) Courtec. & Fiard	0	NULL	6397	4
60941	Entoloma glycosmum var. paranapiacabensis	(Karstedt & Capelari) Blanco-Dios	0	NULL	6398	2
60942	Entoloma davidlargentii	Blanco-Dios	0	NULL	6399	4
60943	Entoloma mucronatum	(Karstedt & Capelari) Blanco-Dios	0	NULL	6400	4
60944	Entoloma plicatum	(Largent) Blanco-Dios	0	NULL	6401	4
60945	Amanita stirps Nauseosa		0	NULL	NULL	5
60946	Entoloma nigrellum	(Quél.) Noordel.	0	NULL	6402	4
60947	Entoloma rupestre	(Largent & Abell-Davis) Blanco-Dios	0	NULL	6403	4
60948	Entoloma viscosum	(Largent & Abell-Davis) Blanco-Dios	0	NULL	6404	4
60949	Entoloma perundatum		0	NULL	4446	4
60950	Duebenia		0	NULL	NULL	9
60951	Duebenia compta	(Sacc.) Nannf. ex B. Hein	0	NULL	NULL	4
60952	Entoloma edulis	(Peck) Noordel.	0	NULL	6408	4
60953	Entoloma fructifragrans	(Largent & Thiers) Noordel. & Co-David	0	NULL	6409	4
60954	Didymium applanatum	Nann.-Bremek.	0	NULL	NULL	4
60955	Lentinus tricholoma	(Mont.) Zmitr	1	NULL	6327	4
60957	Torrubiella pulvinata	Mains	0	NULL	NULL	4
60958	Rhodophyllus byssisedus	(Pers.) Quél.	1	NULL	NULL	4
60959	Entoloma nucisaporum	(Largent) Blanco-Dios	0	NULL	6413	4
60960	Entoloma minutissimum	Eyssart. & Buyck	0	NULL	NULL	4
60961	Entoloma washingtonicum	Blanco-Dios	0	NULL	6414	4
60962	Entoloma nodosporum	(G.F. Atk.) Noordel.	0	NULL	6416	4
60963	Armillaria cepaestipes	Velen.	1	NULL	6418	4
60965	Boletus vermiculosus group		0	NULL	NULL	16
60966	Sporphagomyces		1	31096	6419	9
60967	Aspergillus indologenus	Varga, Frisvad, Kocsubé, Brankovics, Tóth, Szigeti & Samson	0	NULL	NULL	4
60968	Lulesia lignicola	B.E. Lechner & J.E. Wright	0	NULL	NULL	4
60969	Lulesia densifolia	(Singer) Singer	0	NULL	NULL	4
60970	Aspergillus pulvericola	Visagie, Seifert, Frisvad & Samson	0	NULL	NULL	4
60971	Aspergillus sect. Circumdati	Gams et al.	0	NULL	NULL	7
60972	Aspergillus salwaensis	Visagie, Houbraken, Fotedar, Frisvad & Samson	0	NULL	NULL	4
60973	Aspergillus subramanianii	Visagie, Frisvad & Samson	0	NULL	NULL	4
60974	Aspergillus sesamicola	Visagie, Frisvad & Samson	0	NULL	NULL	4
60975	Aspergillus pallidofulvus	Visagie, Varga, Frisvad & Samson	0	NULL	NULL	4
60976	Aspergillus westlandensis	Visagie, Varga, Frisvad & Samson	0	NULL	NULL	4
60977	Postia atrostrigosa		0	NULL	NULL	4
60978	Aspergillus tamarii	Kita	0	NULL	NULL	4
60979	Petromyces albertensis	J.P. Tewari	0	NULL	NULL	4
60980	Aspergillus tanneri	Kwon-Chung, Sugui & S.W. Peterson	0	NULL	NULL	4
60981	Aspergillus neoniger	Varga, Frisvad & Samson	0	NULL	NULL	4
60982	Aspergillus saccharolyticus	A. Sørensen, Lübeck & Frisvad	0	NULL	NULL	4
60983	Aspergillus fijiensis	Varga, Frisvad & Samson	0	NULL	NULL	4
60984	Aspergillus eucalypticola	Varga, Frisvad & Samson	0	NULL	NULL	4
60985	Marasmiaceae	Roze ex Kühner	0	NULL	NULL	10
60986	Suillellus subvelutipes	(Peck) Murrill	1	NULL	7015	4
60987	Aspergillus turcosus	S.B. Hong, Frisvad & Samson	0	NULL	NULL	4
60988	Aspergillus allahabadii	B.S. Mehrotra & Agnihotri	0	NULL	NULL	4
60989	Aspergillus neoniveus	Samson, S.W. Peterson, Frisvad & Varga	0	NULL	NULL	4
60990	Cordyceps tuberculata group		0	NULL	NULL	16
60991	Psathyrella delineata group		0	NULL	NULL	16
60994	Jackrogersella	L. Wendt, Kuhnert & M. Stadler	0	NULL	NULL	9
60995	Jackrogersella cohaerens	(Pers.) L. Wendt, Kuhnert & M. Stadler	0	NULL	3234	4
60996	Jackrogersella gombakensis	(M.A. Whalley, Y.M. Ju, J.D. Rogers & Whalley) L. Wendt, Kuhnert & M. Stadler	0	NULL	NULL	4
60997	Jackrogersella ilanensis	(Y.M. Ju & J.D. Rogers) L. Wendt, Kuhnert & M. Stadler	0	NULL	NULL	4
60998	Jackrogersella minutella	(Syd. & P. Syd.) L. Wendt, Kuhnert & M. Stadler	0	NULL	NULL	4
60999	Jackrogersella multiformis	(Fr.) L. Wendt, Kuhnert & M. Stadler	0	NULL	5963	4
61000	Jackrogersella multiformis var. alaskensis	(Y.M. Ju & J.D. Rogers) L. Wendt, Kuhnert & M. Stadler	0	NULL	NULL	2
61001	Jackrogersella nothofagi	(Y.M. Ju & J.D. Rogers) L. Wendt & M. Stadler	0	NULL	NULL	4
61003	Pyrenopolyporus	Lloyd	0	NULL	NULL	9
61004	Pyrenopolyporus hunteri	Lloyd	0	NULL	6429	4
61005	Pyrenopolyporus laminosus	(J. Fourn., Kuhnert & M. Stadler) M. Stadler, Kuhnert & L. Wendt, in Wendt	0	NULL	6428	4
61006	Pyrenopolyporus nicaraguensis	(Ellis & Everh.) M. Stadler, Kuhnert & L. Wendt, in Wendt	0	NULL	6427	4
61007	Pyrenopolyporus symphyon	(Möller) M. Stadler, Kuhnert & L. Wendt, in Wendt	0	NULL	6426	4
61008	Pyrenopolyporus tortisporus	(Y.M. Ju & J.D. Rogers) M. Stadler, Kuhnert & Wendt	0	NULL	6425	4
61009	Hypoxylon tortisporum	Y.M. Ju & J.D. Rogers	1	NULL	6425	4
61010	Hypoxylon nicaraguense	Ellis & Everh.	1	NULL	6427	4
61011	Hypoxylon laminosum	J. Fourn., Kuhnert & M. Stadler	1	NULL	6428	4
61012	Hypoxylon polyporus	(Starbäck) Y.M. Ju & J.D. Rogers	1	NULL	6429	4
61013	Hypoxylaceae	DC.	0	NULL	9976	10
61014	Spermodermia	Tode	1	NULL	6430	9
61015	Perisphaeria	Roussel	1	NULL	6430	9
61016	Discosphaera	Dumort.	1	NULL	6430	9
61017	Institale	Fr.	1	NULL	6430	9
61018	Spermatodermia	Wallr.	1	NULL	6430	9
61020	Pyrenodermium	Bonord.	1	NULL	6430	9
61021	Epixylon	Füisting	1	NULL	6430	9
61022	Euhypoxylon	Füisting	1	NULL	6430	9
61023	Hypoxylina	Starbäck	1	NULL	6430	9
61024	Acrostaphylus	G. Arnaud ex Subram.	1	NULL	6430	9
61025	Anthocanalis	Daranag.	0	NULL	NULL	9
61026	Chlorostroma	A.N. Mill.	0	NULL	NULL	9
61027	Annellosporium	M.L. Davey	1	NULL	6431	9
61028	Peripherostoma	Gray	1	NULL	6431	9
61029	Stromatosphaeria	Grev.	1	NULL	6431	9
61030	Versiomyces	Whalley & Watling	1	NULL	6431	9
61031	Henningsina	Möller, Bot. Mitt. Trop. 9: 309 (1901)	1	NULL	6432	9
61032	Leveillea	Fr.	1	NULL	6432	9
61033	Pyrenomyxa	Morgan	0	NULL	6433	9
61034	Pulveria	Malloch & Rogerson	1	NULL	6433	9
61035	Ruwenzoria	J. Fourn., M. Stadler, Læssøe & Decock	0	NULL	NULL	9
61036	Chromocreopsis	Seaver	1	NULL	6434	9
61037	Xylariaceae	Tul. & C. Tul.	0	NULL	6436	10
61038	Graphostromataceae	M.E. Barr, J.D. Rogers & Y.M. Ju	0	NULL	NULL	10
61039	Albocrustum	Lloyd	1	NULL	3153	9
61044	Obolarina	Pouzar	0	NULL	NULL	9
61045	Vivantia	J.D. Rogers, Y.M. Ju & Cand.	0	NULL	NULL	9
61046	Lopadostomataceae	Daranag. & K.D. Hyde	0	NULL	NULL	10
61047	Creosphaeria	Theiss.	0	NULL	NULL	9
61049	Jumillera	J.D. Rogers, Y.M. Ju & F. San Martín	0	NULL	NULL	9
61050	Alloanthostomella		0	NULL	NULL	9
61051	Appendixia	B.S. Lu & K.D. Hyde	0	NULL	NULL	9
61052	Barrmaelia	Rappaz	0	NULL	NULL	9
61053	Camporesia	W.J. Li & K.D. Hyde	0	NULL	NULL	9
61054	Cannonia	Joanne E. Taylor & K.D. Hyde	0	NULL	NULL	9
61055	Cerillum	Clem.	0	NULL	NULL	9
61056	Chaenocarpus	Rebent.	0	NULL	NULL	9
61057	Cyanopulvis	J. Fröhl. & K.D. Hyde	0	NULL	NULL	9
61058	Calceomyces	Udagawa & S. Ueda	0	NULL	NULL	9
61059	Diamantinia	A.N. Mill., Læssøe & Huhndorf	0	NULL	NULL	9
61060	Durotheca	Læssøe, Srikitik., Luangsa-ard & M. Stadler	0	NULL	NULL	9
61061	Fasciatispora	K.D. Hyde	0	NULL	NULL	9
61062	Gigantospora	B.S. Lu & K.D. Hyde	0	NULL	NULL	9
61063	Guestia	G.J.D. Sm. & K.D. Hyde	0	NULL	NULL	9
61064	Induratia	Samuels, E. Müll. & Petrini	0	NULL	NULL	9
61065	Leptomassaria	Petr.	0	NULL	NULL	9
61066	Neoanthostomella	D.Q. Dai & K.D. Hyde	0	NULL	NULL	9
61067	Nipicola	K.D. Hyde	0	NULL	NULL	9
61068	Ophiorosellinia	J.D. Rogers, A. Hidalgo, F.A. Fernández & Huhndorf	0	NULL	NULL	9
61069	Paramphisphaeria	F.A. Fernández, J.D. Rogers, Y.M. Ju, Huhndorf & Umaña	0	NULL	NULL	9
61070	Paucithecium	Lloyd	0	NULL	NULL	9
61071	Pandanicola	K.D. Hyde	0	NULL	NULL	9
61072	Poroleprieuria	M.C. González, Hanlin, Ulloa & Elv. Aguirre	0	NULL	NULL	9
61073	Pyriformiascoma	Daranag., Camporesi & K.D. Hyde	0	NULL	NULL	9
61074	Pseudoanthostomella	Daranag., Camporesi & K.D. Hyde	0	NULL	NULL	9
61075	Spirodecospora	B.S. Lu, K.D. Hyde & W.H. Ho	0	NULL	NULL	9
61076	Striatodecospora	D.Q. Zhou, K.D. Hyde & B.S. Lu	0	NULL	NULL	9
61077	Stromatoneurospora	S.C. Jong & E.E. Davis	0	NULL	NULL	9
61078	Theissenia	Maubl.	0	NULL	NULL	9
61079	Xylocrea	Möller	0	NULL	NULL	9
61080	Xylotumulus	J.D. Rogers, Y.M. Ju & Hemmes	0	NULL	NULL	9
61081	Fassia	Dennis	0	NULL	NULL	9
